,LF_leg_hip_q_cur,LF_leg_thigh_q_cur,LF_leg_knee_q_cur,LF_leg_hip_q_cur_dot,LF_leg_thigh_q_cur_dot,LF_leg_knee_q_cur_dot,RF_leg_hip_q_cur,RF_leg_thigh_q_cur,RF_leg_knee_q_cur,RF_leg_hip_q_cur_dot,RF_leg_thigh_q_cur_dot,RF_leg_knee_q_cur_dot,LB_leg_hip_q_cur,LB_leg_thigh_q_cur,LB_leg_knee_q_cur,LB_leg_hip_q_cur_dot,LB_leg_thigh_q_cur_dot,LB_leg_knee_q_cur_dot,RB_leg_hip_q_cur,RB_leg_thigh_q_cur,RB_leg_knee_q_cur,RB_leg_hip_q_cur_dot,RB_leg_thigh_q_cur_dot,RB_leg_knee_q_cur_dot,LF_leg_hip_q_des,LF_leg_thigh_q_des,LF_leg_knee_q_des,LF_leg_hip_q_des_dot,LF_leg_thigh_q_des_dot,LF_leg_knee_q_des_dot,RF_leg_hip_q_des,RF_leg_thigh_q_des,RF_leg_knee_q_des,RF_leg_hip_q_des_dot,RF_leg_thigh_q_des_dot,RF_leg_knee_q_des_dot,LB_leg_hip_q_des,LB_leg_thigh_q_des,LB_leg_knee_q_des,LB_leg_hip_q_des_dot,LB_leg_thigh_q_des_dot,LB_leg_knee_q_des_dot,RB_leg_hip_q_des,RB_leg_thigh_q_des,RB_leg_knee_q_des,RB_leg_hip_q_des_dot,RB_leg_thigh_q_des_dot,RB_leg_knee_q_des_dot,RB_leg_hip_U_des,RB_leg_thigh_U_des,RB_leg_knee_U_des,RB_leg_hip_U_cur,RB_leg_thigh_U_cur,RB_leg_knee_U_cur,x_cur,y_cur,z_cur,R_cur,P_cur,Y_cur,x_des,y_des,z_des,R_des,P_des,Y_des,time
0,,,,,,,,,,,,,,,,,,,-0.030601968413819236,-0.010200656137939745,-0.032059205004960255,-0.0073260073260073,-0.0366300366300365,0.08302808302808273,,,,,,,,,,,,,,,,,,,0.0,0.01983200871263513,-0.0848192911020586,0.0,0.0,0.0,0.619365375602392,0.637283333641534,-1.1382298049700497,-0.07472527472527446,0.03076923076923066,-0.0219780219780219,0,0,0,0,0,0,0,0,0,0,0,0,6.9141387939453125e-06
1,,,,,,,,,,,,,,,,,,,0.004371709773408838,0.12969405661097255,-0.30796266625975477,0.0219780219780219,0.695970695970697,-1.343101343101343,,,,,,,,,,,,,,,,,,,0.0,0.20607583796744233,-0.45015194757505433,0.0,0.0,0.0,-0.10941221744619867,0.8316649311586986,-1.5006842832046485,-0.07472527472527446,0.6197802197802211,-1.3494505494505482,0,0,0,0,0,0,0,0,0,0,0,0,0.150407075881958
2,,,,,,,,,,,,,,,,,,,0.010200656137939745,0.47068741893644983,-0.9180590524147382,-0.0366300366300365,0.2271062271062263,-0.5714285714285717,,,,,,,,,,,,,,,,,,,0.0,0.47075209568295806,-0.9710912962960816,0.0,0.0,0.0,-0.1673830861287584,-0.2258126921760617,-0.4892163061982967,-0.21538461538461462,-0.33846153846153726,-0.5230769230769248,0,0,0,0,0,0,0,0,0,0,0,0,0.450423002243042
3,,,,,,,,,,,,,,,,,,,0.010200656137939745,0.47651636530098074,-0.9452608021159202,-0.0073260073260073,-0.0366300366300365,-0.31746031746031633,,,,,,,,,,,,,,,,,,,0.0,0.47691921365532064,-0.9832493911965143,0.0,0.0,0.0,-0.1966871154327876,0.04468700371683454,-0.44231146415156575,-0.21538461538461462,-0.00439560439560438,-0.5846153846153861,0,0,0,0,0,0,0,0,0,0,0,0,0.5009679794311523
4,,,,,,,,,,,,,,,,,,,0.010200656137939745,0.46777294575417727,-0.9549757127234765,-0.0073260073260073,-0.2417582417582409,-0.03418803418803407,,,,,,,,,,,,,,,,,,,0.0,0.45195960912033417,-0.9340481685138075,0.0,0.0,0.0,-0.1966871154327876,-0.0745084909186211,0.45273891838141456,-0.20659340659340586,-0.12747252747252702,0.2417582417582409,0,0,0,0,0,0,0,0,0,0,0,0,0.6008658409118652
5,,,,,,,,,,,,,,,,,,,0.010200656137939745,0.02185854886701577,-0.12143638259453837,0.0219780219780219,0.0805860805860803,-0.9133089133089124,,,,,,,,,,,,,,,,,,,0.0,0.06515402730177389,-0.17360767186989434,0.0,0.0,0.0,-0.2259911447368168,0.785323488109082,-0.130116872198207,-0.22417582417582338,0.4879120879120862,-0.29450549450549346,0,0,0,0,0,0,0,0,0,0,0,0,1.050443172454834
6,,,,,,,,,,,,,,,,,,,0.010200656137939745,0.11512169069962397,-0.3332214338394219,-0.0073260073260073,0.842490842490843,-1.5384615384615377,,,,,,,,,,,,,,,,,,,0.0,0.20570355211388058,-0.4494205314687638,0.0,0.0,0.0,-0.1966871154327876,0.9691463857942892,-0.7855204141253009,-0.18021978021977958,0.8219780219780226,-0.5582417582417598,0,0,0,0,0,0,0,0,0,0,0,0,1.150641679763794
7,,,,,,,,,,,,,,,,,,,0.010200656137939745,0.26375982299533973,-0.5896950738790944,-0.0073260073260073,0.7838827838827847,-1.1379731379731386,,,,,,,,,,,,,,,,,,,0.0,0.32989143154931044,-0.6936273547215073,0.0,0.0,0.0,-0.1966871154327876,0.5387493871966296,-0.9406724788751195,-0.2593406593406584,0.4879120879120862,-1.138461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1.2502896785736084
8,,,,,,,,,,,,,,,,,,,0.02185854886701577,0.41531242847332805,-0.8753134457414641,-0.0073260073260073,0.3296703296703285,-0.6593406593406593,,,,,,,,,,,,,,,,,,,0.0,0.45200315267847024,-0.9341339831109599,0.0,0.0,0.0,-0.4298449700143081,0.4041441544325153,-0.5170700880492561,-0.42637362637362486,0.312087912087911,-0.42637362637362486,0,0,0,0,0,0,0,0,0,0,0,0,1.4002366065979004
9,,,,,,,,,,,,,,,,,,,0.02185854886701577,0.053917753871971286,-0.1525240965387411,-0.0366300366300365,-0.7399267399267409,1.7240537240537226,,,,,,,,,,,,,,,,,,,0.0,0.019832006421844905,-0.0848192911020586,0.0,0.0,0.0,-0.4005409407102789,0.05821179092421325,-0.36995761532007254,-0.4879120879120862,0.00439560439560438,0.04835164835164818,0,0,0,0,0,0,0,0,0,0,0,0,2.0007245540618896
