,LF_leg_hip_q_cur,LF_leg_thigh_q_cur,LF_leg_knee_q_cur,LF_leg_hip_q_cur_dot,LF_leg_thigh_q_cur_dot,LF_leg_knee_q_cur_dot,RF_leg_hip_q_cur,RF_leg_thigh_q_cur,RF_leg_knee_q_cur,RF_leg_hip_q_cur_dot,RF_leg_thigh_q_cur_dot,RF_leg_knee_q_cur_dot,LB_leg_hip_q_cur,LB_leg_thigh_q_cur,LB_leg_knee_q_cur,LB_leg_hip_q_cur_dot,LB_leg_thigh_q_cur_dot,LB_leg_knee_q_cur_dot,RB_leg_hip_q_cur,RB_leg_thigh_q_cur,RB_leg_knee_q_cur,RB_leg_hip_q_cur_dot,RB_leg_thigh_q_cur_dot,RB_leg_knee_q_cur_dot,LF_leg_hip_q_des,LF_leg_thigh_q_des,LF_leg_knee_q_des,LF_leg_hip_q_des_dot,LF_leg_thigh_q_des_dot,LF_leg_knee_q_des_dot,RF_leg_hip_q_des,RF_leg_thigh_q_des,RF_leg_knee_q_des,RF_leg_hip_q_des_dot,RF_leg_thigh_q_des_dot,RF_leg_knee_q_des_dot,LB_leg_hip_q_des,LB_leg_thigh_q_des,LB_leg_knee_q_des,LB_leg_hip_q_des_dot,LB_leg_thigh_q_des_dot,LB_leg_knee_q_des_dot,RB_leg_hip_q_des,RB_leg_thigh_q_des,RB_leg_knee_q_des,RB_leg_hip_q_des_dot,RB_leg_thigh_q_des_dot,RB_leg_knee_q_des_dot,x_cur,y_cur,z_cur,R_cur,P_cur,Y_cur,x_des,y_des,z_des,R_des,P_des,Y_des,time
0,-0.01894407568474321,-0.0072861829556671864,-0.0009714910607575197,-0.0073260073260073,-0.0659340659340657,-0.004884004884004867,0.5435492484931785,-0.04225986114289526,-0.002914473182272559,-0.0073260073260073,0.0219780219780219,0.024420024420024333,-0.0014572365911362795,-0.0014572365911362795,-0.0009714910607575197,-0.0366300366300365,0.0512820512820511,0.0146520146520146,-0.0014572365911362795,0.059746700236516403,-0.0009714910607575197,-0.0366300366300365,-0.0366300366300365,-0.004884004884004867,0.0,-0.06688215068492731,0.0848192911020586,0.0,0.0,0.0,0.0,0.019832008713383864,-0.0848192911020586,0.0,0.0,0.0,0.0,-0.06688215068492731,0.0848192911020586,0.0,0.0,0.0,0.0,0.019832008713384308,-0.0848192911020586,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6.67572021484375e-06
1,0.04808880750744038,-0.0072861829556671864,-0.0009714910607575197,-0.0073260073260073,0.0219780219780219,-0.004884004884004867,-0.013115129320212304,0.6572137026016662,-1.3785458152132435,-0.0366300366300365,0.1391941391941387,-0.28815628815628713,0.0014572365911362795,-0.0014572365911362795,-0.0009714910607575197,-0.0073260073260073,0.0219780219780219,0.0146520146520146,0.004371709773408838,-0.004371709773408838,-0.0009714910607575197,-0.0659340659340657,0.0512820512820511,0.05372405372405353,0.0,-0.7489791279461588,1.3989639770879405,0.0,0.0,0.0,0.0,0.6875519034351383,-1.3989639770879405,0.0,0.0,0.0,0.0,-0.7489791279461588,1.3989639770879405,0.0,0.0,0.0,0.0,0.6875519034351383,-1.3989639770879405,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0006768703460693
2,0.04808880750744038,-0.0072861829556671864,-0.0009714910607575197,0.0219780219780219,0.0219780219780219,-0.004884004884004867,-0.02185854886701577,0.11512169069962397,-0.28270389868009715,0.0219780219780219,-0.5787545787545803,1.2747252747252749,0.0014572365911362795,-0.0014572365911362795,-0.0009714910607575197,-0.0073260073260073,-0.0073260073260073,0.0146520146520146,0.004371709773408838,-0.004371709773408838,-0.0009714910607575197,0.0219780219780219,0.0805860805860803,0.08302808302808273,0.0,-0.1313451693655141,0.21069881989673503,0.0,0.0,0.0,0.0,0.08407532653663452,-0.21069881989673503,0.0,0.0,0.0,0.0,-0.1313451693655141,0.21069881989673503,0.0,0.0,0.0,0.0,0.08407532653663452,-0.21069881989673503,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2.000369071960449
3,0.04808880750744038,-0.0072861829556671864,-0.0009714910607575197,0.0219780219780219,-0.0073260073260073,-0.004884004884004867,-0.02185854886701577,0.6397268635080451,-1.3455151191475256,-0.0073260073260073,0.1978021978021971,-0.4346764346764355,0.0014572365911362795,-0.0014572365911362795,-0.0009714910607575197,-0.0073260073260073,-0.0366300366300365,-0.024420024420024333,0.004371709773408838,-0.004371709773408838,-0.0009714910607575197,0.0219780219780219,-0.0366300366300365,0.024420024420024333,0.0,-0.7345382063354347,1.37179445489812,0.0,0.0,0.0,0.0,0.6737992438851448,-1.37179445489812,0.0,0.0,0.0,0.0,-0.7345382063354347,1.37179445489812,0.0,0.0,0.0,0.0,0.6737992438851448,-1.37179445489812,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3.0043795108795166
4,0.04808880750744038,-0.0072861829556671864,-0.0009714910607575197,0.0219780219780219,-0.0073260073260073,0.05372405372405353,-0.02185854886701577,0.20838483253223217,-0.4575722896162328,-0.0659340659340657,-0.6373626373626387,1.3333333333333333,0.0014572365911362795,-0.0014572365911362795,-0.0009714910607575197,-0.0073260073260073,-0.0366300366300365,0.0146520146520146,0.004371709773408838,-0.004371709773408838,-0.0009714910607575197,-0.0366300366300365,-0.0073260073260073,-0.004884004884004867,0.0,-0.220991288864421,0.3853764174629432,0.0,0.0,0.0,0.0,0.17309734034629143,-0.3853764174629432,0.0,0.0,0.0,0.0,-0.220991288864421,0.3853764174629432,0.0,0.0,0.0,0.0,0.17309734034629143,-0.3853764174629432,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4.003973007202148
5,0.04808880750744038,-0.0072861829556671864,-0.0009714910607575197,0.0219780219780219,-0.0366300366300365,-0.03418803418803407,-0.02185854886701577,0.604753185320817,-1.2755677627730695,-0.0073260073260073,0.2417582417582409,-0.5128205128205133,0.0014572365911362795,-0.0014572365911362795,-0.0009714910607575197,0.0219780219780219,0.0219780219780219,-0.004884004884004867,0.004371709773408838,-0.004371709773408838,-0.0009714910607575197,-0.0073260073260073,-0.0659340659340657,0.05372405372405353,0.0,-0.7047535550035557,1.3156138298789535,0.0,0.0,0.0,0.0,0.6453558889266704,-1.3156138298789535,0.0,0.0,0.0,0.0,-0.7047535550035557,1.3156138298789535,0.0,0.0,0.0,0.0,0.6453558889266704,-1.3156138298789535,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5.004141569137573
6,0.04808880750744038,-0.0072861829556671864,-0.0009714910607575197,0.0512820512820511,0.0219780219780219,0.024420024420024333,-0.02185854886701577,0.30164797436484037,-0.6402126090384286,0.0219780219780219,-0.6373626373626387,1.2161172161172165,0.0014572365911362795,-0.0014572365911362795,-0.0009714910607575197,0.0512820512820511,-0.0366300366300365,-0.024420024420024333,0.004371709773408838,-0.004371709773408838,-0.0009714910607575197,-0.0659340659340657,-0.0659340659340657,0.05372405372405353,0.0,-0.31742118752123494,0.5726924371175732,0.0,0.0,0.0,0.0,0.2684187008123313,-0.5726924371175732,0.0,0.0,0.0,0.0,-0.31742118752123494,0.5726924371175732,0.0,0.0,0.0,0.0,0.2684187008123313,-0.5726924371175732,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6.000400066375732
7,0.04808880750744038,-0.0072861829556671864,-0.0009714910607575197,-0.0073260073260073,-0.0366300366300365,0.11233211233211193,-0.02185854886701577,0.5581216144045129,-1.1861905851834915,0.0219780219780219,0.3589743589743577,-0.8253968253968248,0.0014572365911362795,-0.0014572365911362795,-0.0009714910607575197,-0.0366300366300365,0.0219780219780219,0.0146520146520146,0.004371709773408838,-0.004371709773408838,-0.0009714910607575197,0.0219780219780219,0.0219780219780219,-0.09279609279609247,0.0,-0.6599001882928786,1.2306754997144826,0.0,0.0,0.0,0.0,0.602337869386254,-1.2306754997144826,0.0,0.0,0.0,0.0,-0.6599001882928786,1.2306754997144826,0.0,0.0,0.0,0.0,0.602337869386254,-1.2306754997144826,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,7.002075672149658
8,0.04808880750744038,-0.0072861829556671864,-0.0009714910607575197,0.0219780219780219,0.0512820512820511,-0.03418803418803407,-0.02185854886701577,0.37742427710384163,-0.8053660893670079,-0.0073260073260073,-0.5787545787545803,1.050061050061051,0.0014572365911362795,-0.0014572365911362795,-0.0009714910607575197,-0.0366300366300365,0.0219780219780219,-0.004884004884004867,0.004371709773408838,-0.004371709773408838,-0.0009714910607575197,-0.0366300366300365,-0.0366300366300365,0.11233211233211193,0.0,-0.40393452185820644,0.7401268787180245,0.0,0.0,0.0,0.0,0.3535145718454973,-0.7401268787180245,0.0,0.0,0.0,0.0,-0.40393452185820644,0.7401268787180245,0.0,0.0,0.0,0.0,0.3535145718454973,-0.7401268787180245,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8.002768993377686
9,0.04808880750744038,-0.0072861829556671864,-0.0009714910607575197,-0.0073260073260073,-0.0366300366300365,-0.004884004884004867,-0.027687495231560888,0.5056610971236779,-1.0696116578927313,-0.0073260073260073,0.3296703296703285,-0.9133089133089124,0.0014572365911362795,-0.0014572365911362795,-0.0009714910607575197,-0.0366300366300365,-0.0073260073260073,-0.004884004884004867,0.004371709773408838,-0.004371709773408838,-0.0009714910607575197,-0.0659340659340657,-0.0073260073260073,0.024420024420024333,0.0,-0.6040831968995395,1.1244762724940622,0.0,0.0,0.0,0.0,0.5485260355673218,-1.1244762724940622,0.0,0.0,0.0,0.0,-0.6040831968995395,1.1244762724940622,0.0,0.0,0.0,0.0,0.5485260355673223,-1.1244762724940622,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,9.003463506698608
