,LF_leg_hip_q_cur,LF_leg_thigh_q_cur,LF_leg_knee_q_cur,LF_leg_hip_q_cur_dot,LF_leg_thigh_q_cur_dot,LF_leg_knee_q_cur_dot,RF_leg_hip_q_cur,RF_leg_thigh_q_cur,RF_leg_knee_q_cur,RF_leg_hip_q_cur_dot,RF_leg_thigh_q_cur_dot,RF_leg_knee_q_cur_dot,LB_leg_hip_q_cur,LB_leg_thigh_q_cur,LB_leg_knee_q_cur,LB_leg_hip_q_cur_dot,LB_leg_thigh_q_cur_dot,LB_leg_knee_q_cur_dot,RB_leg_hip_q_cur,RB_leg_thigh_q_cur,RB_leg_knee_q_cur,RB_leg_hip_q_cur_dot,RB_leg_thigh_q_cur_dot,RB_leg_knee_q_cur_dot,LF_leg_hip_q_des,LF_leg_thigh_q_des,LF_leg_knee_q_des,LF_leg_hip_q_des_dot,LF_leg_thigh_q_des_dot,LF_leg_knee_q_des_dot,RF_leg_hip_q_des,RF_leg_thigh_q_des,RF_leg_knee_q_des,RF_leg_hip_q_des_dot,RF_leg_thigh_q_des_dot,RF_leg_knee_q_des_dot,LB_leg_hip_q_des,LB_leg_thigh_q_des,LB_leg_knee_q_des,LB_leg_hip_q_des_dot,LB_leg_thigh_q_des_dot,LB_leg_knee_q_des_dot,RB_leg_hip_q_des,RB_leg_thigh_q_des,RB_leg_knee_q_des,RB_leg_hip_q_des_dot,RB_leg_thigh_q_des_dot,RB_leg_knee_q_des_dot,RB_leg_hip_U_des,RB_leg_thigh_U_des,RB_leg_knee_U_des,RB_leg_hip_U_cur,RB_leg_thigh_U_cur,RB_leg_knee_U_cur,x_cur,y_cur,z_cur,R_cur,P_cur,Y_cur,x_des,y_des,z_des,R_des,P_des,Y_des,time
0,,,,,,,,,,,,,,,,,,,-0.01894407568474321,-0.0072861829556671864,-0.04954604409857666,-0.0073260073260073,-0.0366300366300365,-0.06349206349206327,,,,,,,,,,,,,,,,,,,0.0,0.019832008713899008,-0.0848192911020586,0.0,0.0,0.0,0.3862075210208715,0.5789938700213604,-0.6419728765775756,-0.05714285714285694,0.03956043956043942,-0.00439560439560438,0,0,0,0,0,0,0,0,0,0,0,0,7.62939453125e-06
1,,,,,,,,,,,,,,,,,,,-0.0014572365911362795,0.013115129320212304,-0.06314691894916298,-0.0073260073260073,0.695970695970697,-1.4212454212454209,,,,,,,,,,,,,,,,,,,0.0,0.021592649360503202,-0.08826696475671934,0.0,0.0,0.0,0.03647073914873289,-0.5264202951648791,0.9188445050942936,0.03076923076923066,0.03956043956043942,0.49670329670329494,0,0,0,0,0,0,0,0,0,0,0,0,0.05038809776306152
2,,,,,,,,,,,,,,,,,,,0.004371709773408838,0.059746700236516403,-0.1602960250247918,-0.0073260073260073,0.3003663003662993,-0.03418803418803407,,,,,,,,,,,,,,,,,,,0.0,0.07309813565770007,-0.1891787729202554,0.0,0.0,0.0,-0.08010818814216947,-0.03333759194262598,-0.5434669237212381,-0.13626373626373578,0.16263736263736206,-0.2681318681318672,0,0,0,0,0,0,0,0,0,0,0,0,0.35041284561157227
3,,,,,,,,,,,,,,,,,,,0.004371709773408838,0.06849011978331987,-0.18361181048294384,-0.0366300366300365,0.3589743589743577,-0.5128205128205133,,,,,,,,,,,,,,,,,,,0.0,0.08411921654734122,-0.21078486797167784,0.0,0.0,0.0,-0.05080415883814027,-0.046392423693930596,-0.030640636954166633,-0.04835164835164818,0.17142857142857082,-0.12747252747252702,0,0,0,0,0,0,0,0,0,0,0,0,0.40045762062072754
4,,,,,,,,,,,,,,,,,,,0.004371709773408838,0.12095063706416909,-0.2729889880725314,-0.0073260073260073,0.1684981684981679,-0.20024420024419953,,,,,,,,,,,,,,,,,,,0.0,0.12920209845789632,-0.29921221175726304,0.0,0.0,0.0,-0.08010818814216947,-0.00346894062362324,-0.3242202734504329,-0.1098901098901095,0.03956043956043942,-0.1978021978021971,0,0,0,0,0,0,0,0,0,0,0,0,0.600191593170166
5,,,,,,,,,,,,,,,,,,,0.010200656137939745,0.1588387884336555,-0.3526512550545533,-0.0659340659340657,0.1978021978021971,-0.3467643467643479,,,,,,,,,,,,,,,,,,,0.0,0.17429415386673108,-0.38772657178152203,0.0,0.0,0.0,-0.1380790568247292,0.11130511085931438,-0.3547419877750267,-0.18901098901098834,0.18021978021977958,-0.36483516483516354,0,0,0,0,0,0,0,0,0,0,0,0,0.8002326488494873
6,,,,,,,,,,,,,,,,,,,0.01894407568474321,0.20255588616770126,-0.4653442181022835,0.0805860805860803,0.1391941391941387,-0.15140415140415087,,,,,,,,,,,,,,,,,,,0.0,0.2287155195168329,-0.4946392926380184,0.0,0.0,0.0,-0.4594675942809445,0.38399852778849386,-0.4344973393105478,-0.5406593406593423,0.2857142857142847,-0.312087912087911,0,0,0,0,0,0,0,0,0,0,0,0,1.0500450134277344
7,,,,,,,,,,,,,,,,,,,0.027687495231560888,0.23170061799038422,-0.5022608784110313,-0.0366300366300365,-0.0073260073260073,0.05372405372405353,,,,,,,,,,,,,,,,,,,0.0,0.24981435636936222,-0.5361123020292969,0.0,0.0,0.0,-0.5171198680011813,0.3696007749055674,-0.7307525260893666,-0.5582417582417598,0.1978021978021971,-0.4439560439560424,0,0,0,0,0,0,0,0,0,0,0,0,1.1509642601013184
8,,,,,,,,,,,,,,,,,,,0.027687495231560888,0.28416113527123343,-0.6246687520663272,-0.0366300366300365,-0.0073260073260073,-0.09279609279609247,,,,,,,,,,,,,,,,,,,0.0,0.3085403847095969,-0.651612336631117,0.0,0.0,0.0,-0.5171198680011813,0.49491099609327627,-0.44607559849970224,-0.5670329670329686,0.29450549450549346,-0.2417582417582409,0,0,0,0,0,0,0,0,0,0,0,0,1.4503798484802246
9,,,,,,,,,,,,,,,,,,,0.027687495231560888,0.34245059891661356,-0.7393046972355725,-0.0073260073260073,0.1978021978021971,-0.4053724053724063,,,,,,,,,,,,,,,,,,,0.0,0.3682958961577558,-0.769229253671157,0.0,0.0,0.0,-0.5464238973052105,0.31910374702064814,-0.19311872333928487,-0.5670329670329686,0.4615384615384599,-0.2857142857142847,0,0,0,0,0,0,0,0,0,0,0,0,1.8006691932678223
